Survey,Season,Year,Tow_Number,Region,Stratum,Grid,Date,Common_Name,Number_Caught,Weight_kg,Subsample_Weight_kg,Subsample_Weight_kg_2,Male_Wt_kg,Female_Wt_kg,Expanded_Catch,Expanded_Weight_kg
FL17,Fall,2017,57,3,1,185,2017-10-17T00:00:00Z,Northern Sea Star,1,0.002,,,,,1.333333333,0.002666667
FL17,Fall,2017,57,3,1,185,2017-10-17T00:00:00Z,Plaice American (Dab),2,0.006,,,,,2.666666667,0.008
FL17,Fall,2017,57,3,1,185,2017-10-17T00:00:00Z,Sea Anemone,12,0.16,,,,,16,0.213333333
FL17,Fall,2017,57,3,1,185,2017-10-17T00:00:00Z,Sea Raven,2,0.03,,,,,2.666666667,0.04
FL17,Fall,2017,57,3,1,185,2017-10-17T00:00:00Z,Sea Sponges,,0.38,,,,,,0.506666667
FL17,Fall,2017,57,3,1,185,2017-10-17T00:00:00Z,Shanny Radiated,2,0.03,,,,,2.666666667,0.04
FL17,Fall,2017,57,3,1,185,2017-10-17T00:00:00Z,Shrimp Crangon,14,0.004,,,,,18.66666667,0.005333333
FL17,Fall,2017,57,3,1,185,2017-10-17T00:00:00Z,Shrimp Dichelo,2,0.002,,,,,2.666666667,0.002666667
FL17,Fall,2017,57,3,1,185,2017-10-17T00:00:00Z,Shrimp Montagui,2,0.006,,,,,2.666666667,0.008
FL17,Fall,2017,57,3,1,185,2017-10-17T00:00:00Z,Squid Long Finned,83,0.9,,,,,110.6666667,1.2
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Alewife,9,1.1,,,,,9,1.1
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Butterfish,1,0.14,,,,,1,0.14
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Crab Jonah,10,2.74,,,,,10,2.74
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Dogfish Spiny,1,2.38,,,,,1,2.38
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Flounder Atlantic Witch (Gray Sole),35,2.74,,,,,35,2.74
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Fourbeard Rockling,13,0.89,,,,,13,0.89
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Hake Atlantic Red,100,17.93,,,,,100,17.93
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Hake Silver (Whiting),610,62.17,10.4,,,,610,62.17
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Hake White,26,7.89,,,,,26,7.89
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Lobster American,2,0.54,,,0.54,,2,0.54
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Mackerel Atlantic,1,0.18,,,,,1,0.18
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Monkfish,6,5.79,,,,,6,5.79
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Plaice American (Dab),23,3.63,,,,,23,3.63
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Redfish Acadian Ocean Perch,43,0.08,,,,,43,0.08
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Sea Sponges,,0.14,,,,,,0.14
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Shrimp Dichelo,1856,7.4574,0.89989,,,,1856,7.4574
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Shrimp Northern,157,1.5503,0.18709,,,,157,1.5503
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Skate Barndoor,1,1.96,,,,,1,1.96
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Skate Smooth,1,0.8,,,,,1,0.8
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Squid Short-Finned,7,1.36,,,,,7,1.36
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Trash Species,2,0.01,,,,,2,0.01
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Alewife,6,0.64,,,,,6,0.64
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Butterfish,4,0.41,,,,,4,0.41
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Crab Jonah,5,0.82,,,,,5,0.82
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Flounder Atlantic Witch (Gray Sole),12,0.43,,,,,12,0.43
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Flounder Winter,1,0.23,,,,,1,0.23
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Flounder Yellowtail,1,0.17,,,,,1,0.17
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Fourbeard Rockling,2,0.3,,,,,2,0.3
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Haddock,2,0.16,,,,,2,0.16
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Hake Atlantic Red,133,16.65,,,,,133,16.65
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Hake Silver (Whiting),991,67.14,6.84,,,,991,67.14
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Hake White,15,1.26,,,,,15,1.26
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Herring Blueback,1,0.08,,,,,1,0.08
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Krill,6,0.0011,3.50E-04,,,,6,0.0011
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Lobster American,28,12.08,,,6.88,5.2,28,12.08
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Lumpfish,1,0.54,,,,,1,0.54
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Mackerel Atlantic,2,0.35,,,,,2,0.35
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Monkfish,5,3.7,,,,,5,3.7
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Plaice American (Dab),5,1.04,,,,,5,1.04
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Redfish Acadian Ocean Perch,11,0.07,,,,,11,0.07
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Sea Anemone,1,0.03,,,,,1,0.03
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Shad American,1,0.14,,,,,1,0.14
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Shrimp Dichelo,460,1.7372,0.53586,,,,460,1.7372
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Shrimp Montagui,3,0.0077,0.00238,,,,3,0.0077
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Shrimp Northern,266,2.3236,0.71681,,,,266,2.3236
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Squid Short-Finned,10,2.1,,,,,10,2.1
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Trash Species,4,0.02,,,,,4,0.02
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Wolf Eelpout,2,0.003,,,,,2,0.003
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Alewife,12,1.62,,,,,12,1.62
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Crab Jonah,2,0.59,,,,,2,0.59
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Dogfish Spiny,2,3.38,,,,,2,3.38
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Flounder Atlantic Witch (Gray Sole),9,0.61,,,,,9,0.61
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Fourbeard Rockling,5,0.34,,,,,5,0.34
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Haddock,71,16.02,,,,,71,16.02
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Hake Atlantic Red,283,44.53,15.71,,,,283,44.53
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Hake Silver (Whiting),838,97.27,11.84,,,,838,97.27
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Hake White,3,1.53,,,,,3,1.53
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Herring Atlantic,13,1.29,,,,,13,1.29
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Lobster American,4,2.17,,,1.82,0.35,4,2.17
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Mackerel Atlantic,1,0.18,,,,,1,0.18
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Monkfish,6,4.69,,,,,6,4.69
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Octopus Uncl,1,0.02,,,,,1,0.02
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Pandalus Propinquus,5,0.0232,0.01005,,,,5,0.0232
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Plaice American (Dab),14,1.4,,,,,14,1.4
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Polar Lebbeid,5,0.0048,0.00209,,,,5,0.0048
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Redfish Acadian Ocean Perch,11,0.59,,,,,11,0.59
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Sculpin Longhorn,1,0.21,,,,,1,0.21
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Sea Anemone,,9.15,,,,,,9.15
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Sea Sponges,,4.33,,,,,,4.33
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Shad American,1,0.12,,,,,1,0.12
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Shrimp Crangon,5,0.003,0.0013,,,,5,0.003
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Shrimp Dichelo,514,2.1603,0.93245,,,,514,2.1603
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Shrimp Friendly Spine,7,0.0135,0.00585,,,,7,0.0135
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Shrimp Montagui,16,0.0581,0.0251,,,,16,0.0581
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Shrimp Northern,12,0.1039,0.04487,,,,12,0.1039
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Squid Short-Finned,4,0.77,,,,,4,0.77
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Trash Species,2,0.002,,,,,2,0.002
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Butterfish,1,0.11,,,,,1,0.11
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Cod Atlantic,1,0.02,,,,,1,0.02
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Crab Jonah,11,2.4,,,,,11,2.4
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Flounder Atlantic Witch (Gray Sole),4,0.1,,,,,4,0.1
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Flounder Fourspot,1,0.31,,,,,1,0.31
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Flounder Winter,15,1.23,,,,,15,1.23
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Hake Atlantic Red,86,4.37,,,,,86,4.37
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Hake Silver (Whiting),485,31.82,7.35,,,,485,31.82
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Hake White,68,6.74,,,,,68,6.74
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Herring Atlantic,2,0.09,,,,,2,0.09
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Krill,83,0.0213,0.00696,,,,83,0.0213
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Lobster American,220,53.53,,,25.64,27.89,220,53.53
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Mackerel Atlantic,1,0.17,,,,,1,0.17
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Monkfish,1,0.04,,,,,1,0.04
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Plaice American (Dab),2,0.01,,,,,2,0.01
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Redfish Acadian Ocean Perch,28,0.05,,,,,28,0.05
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Sea Anemone,1,0.05,,,,,1,0.05
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Sea Sponges,,0.44,,,,,,0.44
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Shrimp Crangon,15,0.0114,0.00374,,,,15,0.0114
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Shrimp Dichelo,1082,3.021,0.98585,,,,1082,3.021
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Shrimp Montagui,9,0.03,0.0098,,,,9,0.03
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Shrimp Northern,15,0.0661,0.02159,,,,15,0.0661
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Squid Short-Finned,6,0.82,,,,,6,0.82
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Waved Astarte,1,0.006,,,,,1,0.006
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Wrymouth,1,0.03,,,,,1,0.03
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Alewife,1,0.04,,,,,1.25,0.05
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Alligatorfish,1,0.004,,,,,1.25,0.005
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Butterfish,1,0.06,,,,,1.25,0.075
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Crab Jonah,2,0.47,,,,,2.5,0.5875
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Flounder Atlantic Windowpane (Sand Dab ),1,0.04,,,,,1.25,0.05
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Flounder Winter,5,0.51,,,,,6.25,0.6375
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Fourbeard Rockling,1,0.004,,,,,1.25,0.005
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Haddock,2,0.06,,,,,2.5,0.075
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Hake Atlantic Red,32,0.46,,,,,40,0.575
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Hake Silver (Whiting),412,16.53,4.29,,,,515,20.6625
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Hake White,10,0.76,,,,,12.5,0.95
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Herring Atlantic,2,0.21,,,,,2.5,0.2625
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Krill,6,0.0016,,,,,7.5,0.002
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Lobster American,1,0.67,,,,,157.5,31.725
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Lobster American,125,24.71,,,11.25,13.46,,
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Monkfish,1,0.04,,,,,1.25,0.05
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Mussel Blue Sea,1,0.3,,,,,1.25,0.375
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Pollock,1,0.12,,,,,1.25,0.15
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Redfish Acadian Ocean Perch,79,0.19,,,,,98.75,0.2375
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Sculpin Longhorn,3,0.26,,,,,3.75,0.325
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Sea Anemone,1,0.1,,,,,1.25,0.125
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Sea Sponges,,0.05,,,,,,0.0625
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Shrimp Crangon,8,0.0053,,,,,10,0.006625
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Shrimp Dichelo,394,1.1195,,,,,492.5,1.399375
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Shrimp Montagui,9,0.0151,,,,,11.25,0.018875
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Shrimp Northern,2,0.0139,,,,,2.5,0.017375
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Butterfish,1,0.07,,,,,1,0.07
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Crab Jonah,7,1.05,,,,,7,1.05
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Flounder Atlantic Windowpane (Sand Dab ),7,0.35,,,,,7,0.35
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Flounder Winter,29,2.86,,,,,29,2.86
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Fourbeard Rockling,1,0.05,,,,,1,0.05
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Hake Atlantic Red,35,2.22,,,,,35,2.22
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Hake Silver (Whiting),1456,86.68,6.19,,,,1456,86.68
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Hake White,54,4.82,,,,,54,4.82
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Lobster American,290,62.16,,,26,36.16,290,62.16
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Mackerel Atlantic,8,1.33,,,,,8,1.33
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Monkfish,1,0.03,,,,,1,0.03
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Plaice American (Dab),15,0.08,,,,,15,0.08
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Redfish Acadian Ocean Perch,114,0.25,,,,,114,0.25
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Sculpin Longhorn,1,0.08,,,,,1,0.08
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Shrimp Crangon,11,0.0077,,,,,11,0.0077
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Shrimp Dichelo,397,1.0153,,,,,397,1.0153
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Shrimp Montagui,27,0.0797,,,,,27,0.0797
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Shrimp Northern,4,0.0141,,,,,4,0.0141
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Squid Long Finned,7,0.08,,,,,7,0.08
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Squid Short-Finned,2,0.26,,,,,2,0.26
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Butterfish,1,0.1,,,,,1.333333333,0.133333333
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Crab Jonah,4,0.7,,,,,5.333333333,0.933333333
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Flounder Atlantic Windowpane (Sand Dab ),15,0.67,,,,,20,0.893333333
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Flounder Winter,32,4.1,,,,,42.66666667,5.466666667
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Hake Atlantic Red,23,0.6,,,,,30.66666667,0.8
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Hake Silver (Whiting),912,59.61,7.78,,,,1216,79.48
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Hake White,65,5.02,,,,,86.66666667,6.693333333
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Krill,5,0.0013,,,,,6.666666667,0.001733333
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Lobster American,445,166.79,,,114.47,52.32,593.3333333,222.3866667
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Monkfish,1,0.008,,,,,1.333333333,0.010666667
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Plaice American (Dab),8,0.03,,,,,10.66666667,0.04
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Redfish Acadian Ocean Perch,16,0.24,,,,,21.33333333,0.32
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Shrimp Crangon,3,0.0016,,,,,4,0.002133333
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Shrimp Dichelo,206,0.4621,,,,,274.6666667,0.616133333
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Shrimp Montagui,2,0.0062,,,,,2.666666667,0.008266667
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Shrimp Northern,1,7.00E-04,,,,,1.333333333,9.33E-04
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Spiny Lebbeid,1,0.0065,,,,,1.333333333,0.008666667
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Squid Short-Finned,1,0.17,,,,,1.333333333,0.226666667
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Wrymouth,2,0.03,,,,,2.666666667,0.04
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Alewife,560,20.21,3.68,,,,700,25.2625
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Butterfish,36,0.35,,,,,45,0.4375
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Cod Atlantic,1,0.02,,,,,1.25,0.025
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Crab Atlantic Rock,1,0.01,,,,,1.25,0.0125
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Crab Jonah,5,0.54,,,,,6.25,0.675
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Flounder Atlantic Windowpane (Sand Dab ),7,0.09,,,,,8.75,0.1125
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Flounder Winter,19,0.79,,,,,23.75,0.9875
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Hake Silver (Whiting),832,9.8,1.26,,,,1040,12.25
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Hake White,16,0.48,,,,,20,0.6
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Herring Atlantic,3989,36.47,0.96,,,,4986.25,45.5875
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Herring Blueback,1,0.006,,,,,1.25,0.0075
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Lobster American,1,1,,,,,336.25,86.1
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Lobster American,268,67.88,,,37.27,30.61,,
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Mackerel Atlantic,4,0.61,,,,,5,0.7625
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Plaice American (Dab),2,0.006,,,,,2.5,0.0075
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Shrimp Crangon,6,0.016,,,,,7.5,0.02
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Shrimp Dichelo,1,0.003,,,,,1.25,0.00375
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Shrimp Montagui,3,0.008,,,,,3.75,0.01
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Smelt Rainbow,4,0.16,,,,,5,0.2
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Squid Long Finned,19,0.11,,,,,23.75,0.1375
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Alewife,930,41.05,4.68,,,,978.9473684,43.21052632
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Butterfish,398,3.15,0.83,,,,418.9473684,3.315789474
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Cod Atlantic,1,0.02,,,,,1.052631579,0.021052632
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Crab Atlantic Rock,2,0.18,,,,,2.105263158,0.189473684
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Cucumber Rat-Tail,1,0.03,,,,,1.052631579,0.031578947
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Flounder Atlantic Windowpane (Sand Dab ),17,0.42,,,,,17.89473684,0.442105263
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Flounder Winter,3,0.34,,,,,3.157894737,0.357894737
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Hake Atlantic Red,18,0.18,,,,,18.94736842,0.189473684
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Hake Silver (Whiting),704,12,1.84,,,,741.0526316,12.63157895
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Hake White,33,0.79,,,,,34.73684211,0.831578947
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Herring Atlantic,37,0.28,,,,,38.94736842,0.294736842
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Krill,1,0.001,,,,,1.052631579,0.001052632
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Lobster American,275,68.23,,,36.1,32.13,289.4736842,71.82105263
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Mackerel Atlantic,6,0.97,,,,,6.315789474,1.021052632
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Redfish Acadian Ocean Perch,1,0.003,,,,,1.052631579,0.003157895
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Sea Anemone,3,0.03,,,,,3.157894737,0.031578947
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Shrimp Crangon,9,0.01,,,,,9.473684211,0.010526316
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Shrimp Dichelo,27,0.046,,,,,28.42105263,0.048421053
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Shrimp Montagui,207,0.51,,,,,217.8947368,0.536842105
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Squid Long Finned,1,0.005,,,,,1.052631579,0.005263158
FL17,Fall,2017,67,4,4,707,2017-10-23T00:00:00Z,Alewife,22,2.52,,,,,22,2.52
FL17,Fall,2017,67,4,4,707,2017-10-23T00:00:00Z,Butterfish,2,0.19,,,,,2,0.19
FL17,Fall,2017,67,4,4,707,2017-10-23T00:00:00Z,Crab Jonah,17,3.53,,,,,17,3.53
FL17,Fall,2017,67,4,4,707,2017-10-23T00:00:00Z,Dogfish Spiny,1,1.62,,,1.62,,1,1.62
FL17,Fall,2017,67,4,4,707,2017-10-23T00:00:00Z,Flounder Atlantic Witch (Gray Sole),4,0.14,,,,,4,0.14
FL17,Fall,2017,67,4,4,707,2017-10-23T00:00:00Z,Flounder Winter,5,2.99,,,,,5,2.99
FL17,Fall,2017,67,4,4,707,2017-10-23T00:00:00Z,Fourbeard Rockling,3,0.29,,,,,3,0.29
