Survey,Season,Year,Tow_Number,Region,Stratum,Grid,Date,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Starting_Depth(m),End_Depth(m),Mean_Depth(m),Bottom_Water_Temperature(C⁰),Surface_Water_Temperature(C⁰),trawl_id,species,trawl_count,trawl_weight,trawl_count_rel,trawl_weight_rel,bottom_metaprobe_rel_reads,slush_rel_reads,top_metaprobe_rel_reads,best_rel_reads
SP23,Spring,2023,SP_23094,5,3,370,2023-06-01T00:00:00Z,44.42,67.44,44.41,67.46,81.33,83.76,82.545,7,7.9,SP23094,Hippoglossus hippoglossus,2,1.06,0.003194888179,0.0198019802,0,0,0,0
SP23,Spring,2023,SP_23094,5,3,370,2023-06-01T00:00:00Z,44.42,67.44,44.41,67.46,81.33,83.76,82.545,7,7.9,SP23094,Lophius americanus,1,0.09,0.001597444089,0.001681300205,0.003883780334,0,0.02315937882,0.003883780334
SP23,Spring,2023,SP_23094,5,3,370,2023-06-01T00:00:00Z,44.42,67.44,44.41,67.46,81.33,83.76,82.545,7,7.9,SP23094,Merluccius bilinearis,171,6.91,0.2731629393,0.1290864936,0.7769210947,0,0.7256478615,0.7769210947
SP23,Spring,2023,SP_23094,5,3,370,2023-06-01T00:00:00Z,44.42,67.44,44.41,67.46,81.33,83.76,82.545,7,7.9,SP23094,Myoxocephalus octodecemspinosus,20,3.22,0.03194888179,0.06015318513,3.04E-04,0,0,1.01E-04
SP23,Spring,2023,SP_23094,5,3,370,2023-06-01T00:00:00Z,44.42,67.44,44.41,67.46,81.33,83.76,82.545,7,7.9,SP23094,Pseudopleuronectes americanus,331,37.96,0.5287539936,0.7091350644,0.009431671549,0,0.02267764436,0.009431671549
SP23,Spring,2023,SP_23094,5,3,370,2023-06-01T00:00:00Z,44.42,67.44,44.41,67.46,81.33,83.76,82.545,7,7.9,SP23094,Scophthalmus aquosus,1,0.03,0.001597444089,5.60E-04,0,0,0,0
SP23,Spring,2023,SP_23094,5,3,370,2023-06-01T00:00:00Z,44.42,67.44,44.41,67.46,81.33,83.76,82.545,7,7.9,SP23094,Sebastes fasciatus,3,0.21,0.004792332268,0.003923033813,0,0,0,0
SP23,Spring,2023,SP_23094,5,3,370,2023-06-01T00:00:00Z,44.42,67.44,44.41,67.46,81.33,83.76,82.545,7,7.9,SP23094,Urophycis chuss,66,2.88,0.1054313099,0.05380160658,0.02393423662,0,0.04857923865,0.02393423662
SP23,Spring,2023,SP_23094,5,3,370,2023-06-01T00:00:00Z,44.42,67.44,44.41,67.46,81.33,83.76,82.545,7,7.9,SP23094,Urophycis tenuis,4,0.55,0.006389776358,0.01027461237,0.01179887987,0,0.009593145265,0.01179887987
SP23,Spring,2023,SP_23096,5,3,244,2023-06-01T00:00:00Z,44.48,67.51,44.47,67.52,74.62,79.19,76.905,7.2,8.2,SP23096,Alosa pseudoharengus,6,0.29,0.04026845638,0.02156775249,0.06036804963,0,0,0.06036804963
SP23,Spring,2023,SP_23096,5,3,244,2023-06-01T00:00:00Z,44.48,67.51,44.47,67.52,74.62,79.19,76.905,7.2,8.2,SP23096,Alosa sapidissima,1,0.03,0.006711409396,0.002231146809,0.02935308521,0,0,0.01956872347
SP23,Spring,2023,SP_23096,5,3,244,2023-06-01T00:00:00Z,44.48,67.51,44.47,67.52,74.62,79.19,76.905,7.2,8.2,SP23096,Atractosteus spatula,1,0.006,0.006711409396,4.46E-04,0,0,0,0
SP23,Spring,2023,SP_23096,5,3,244,2023-06-01T00:00:00Z,44.48,67.51,44.47,67.52,74.62,79.19,76.905,7.2,8.2,SP23096,Cyclopterus lumpus,2,0.77,0.01342281879,0.05726610144,0,0,0,0
SP23,Spring,2023,SP_23096,5,3,244,2023-06-01T00:00:00Z,44.48,67.51,44.47,67.52,74.62,79.19,76.905,7.2,8.2,SP23096,Hemitripterinae,1,0.08,0.006711409396,0.005949724825,0,0,0,0
SP23,Spring,2023,SP_23096,5,3,244,2023-06-01T00:00:00Z,44.48,67.51,44.47,67.52,74.62,79.19,76.905,7.2,8.2,SP23096,Lophius americanus,2,0.24,0.01342281879,0.01784917448,7.99E-04,0,0,2.66E-04
SP23,Spring,2023,SP_23096,5,3,244,2023-06-01T00:00:00Z,44.48,67.51,44.47,67.52,74.62,79.19,76.905,7.2,8.2,SP23096,Merluccius bilinearis,17,0.61,0.1140939597,0.04536665179,0.2808457587,0,0.4574580737,0.2808457587
SP23,Spring,2023,SP_23096,5,3,244,2023-06-01T00:00:00Z,44.48,67.51,44.47,67.52,74.62,79.19,76.905,7.2,8.2,SP23096,Myoxocephalus octodecemspinosus,17,2.08,0.1140939597,0.1546928455,0.02906759557,0,0,0.01937839705
SP23,Spring,2023,SP_23096,5,3,244,2023-06-01T00:00:00Z,44.48,67.51,44.47,67.52,74.62,79.19,76.905,7.2,8.2,SP23096,Peprilus triacanthus,1,0.07,0.006711409396,0.005206009222,0.01998128168,0,0,0.01332085446
SP23,Spring,2023,SP_23096,5,3,244,2023-06-01T00:00:00Z,44.48,67.51,44.47,67.52,74.62,79.19,76.905,7.2,8.2,SP23096,Pseudopleuronectes americanus,82,8.55,0.5503355705,0.6358768407,0.3217842621,0,0,0.3217842621
SP23,Spring,2023,SP_23096,5,3,244,2023-06-01T00:00:00Z,44.48,67.51,44.47,67.52,74.62,79.19,76.905,7.2,8.2,SP23096,Urophycis chuss,17,0.49,0.1140939597,0.03644206455,0.1663413493,0,0.6840446228,0.1663413493
SP23,Spring,2023,SP_23096,5,3,244,2023-06-01T00:00:00Z,44.48,67.51,44.47,67.52,74.62,79.19,76.905,7.2,8.2,SP23096,Urophycis tenuis,2,0.23,0.01342281879,0.01710545887,0.007091726319,0,0.03863865836,0.002363908773
